Sentence #;Word;POS;Tag
;Intégré;NN;O
;programmé;NN;O
;JAVA;NN;O
286;liaison;NN;O
;Caméra;NN;O
;GPS;NN;O
;Sondeur;NN;O
;Loch;NN;O
;Gyrocompas;NN;O
;module;NN;O
287;Arduino;NN;O
;Ethernet;NN;O
288;1998-2008;JJ;B-DATE
;Responsable;JJ;O
;technique;NN;O
;Détection;NN;O
;sous-marine;NN;O
;centre;NN;O
;réparation;NN;O
289;moyens;NNS;O
;électronique;NN;O
;Marine;NN;O
;royale;NN;O
;Casablanca;NN;B-LOCATION
290;Réparation;NN;O
;installation;NN;O
;moyens;NNS;O
;électronique;NN;O
;navigation;NN;O
;Gyrocompas;NN;O
291;Sondeurs;NNS;O
;Loch;NN;O
;Sonar;NN;O
;Radar;NN;O
;navigation;NN;O
;matériels;NNS;O
;communication;NN;O
292;radio;NN;O
;...;:;O
293;2012;CD;B-DATE
294;Bac+5;NN;O
;Automatisme;NN;O
;Informatique;NN;O
;Industrielle;NNP;O
;Ecole;NN;O
;Marocaine;NN;O
;Sciences;NNS;O
295;l'Ingénieur;NN;O
296;2003;CD;B-DATE
297;Bac+4;NN;O
;option;NN;O
;Détecteur;NN;O
;Anti-sous-marin;JJ;O
;centre;NN;O
;instruction;NN;O
;navale;NN;O
;Toulon;NN;O
298;FRANCE;NN;O
299;1999;CD;B-DATE
300;Bac+3;NN;O
;option;NN;O
;Electronique;NN;O
;atelier;NN;O
;marine;NN;O
;centre;NN;O
;réparation;NN;O
;moyens;NNS;O
301;électronique;NN;O
;Marine;NN;O
;royale;NN;O
;Casablanca;NN;B-LOCATION
;MAROC;NN;O
302;1996;CD;B-DATE
303;Certificat;NN;O
;Militaire;NN;O
;Spécialité;NN;O
;option;NN;O
;Développement;NN;O
;Informatique;NN;O
;Marine;NN;O
;royale;NN;O
304;Casablanca;NN;B-LOCATION
;MAROC;NN;O
305;Juillet-Octobre;NN;B-DATE
;Stage;NN;O
;fin;NN;O
;d'étude;NN;O
;chez;NN;O
;SMARTSYS;NN;O
;Automation;NN;O
;tant;NN;O
306;ingénieur;NN;O
;projet;NN;O
;réalisation;NN;O
;projet;NN;O
;intitulé;NN;O
;Etude;NN;O
;d'une;NN;O
307;approche;NN;O
;d'automatisation;NN;O
;supervision;NN;O
;base;NN;O
;d'outils;NNS;O
;open;JJ;O
;source;NN;O
308;Formation;NN;B-FORMATION
;option;NN;O
;Automate;NN;O
;Programmable;JJ;O
;société;NN;O
;BARILEC;NN;O
309;FRANCE;NN;O
310;Formation;NN;B-FORMATION
;boitier;NN;O
;électronique;NN;O
;controle;NN;O
;machine;NN;O
;WARTSILA;NN;O
311;boitier;NN;O
;électronique;NN;O
;controle;NN;O
;KAMEWA;NNP;O
;société;NN;O
;ROLLS;NN;O
;ROYCE;NN;O
312;SUEDE;NN;O
313;Formation;NN;B-FORMATION
;conduite;NN;O
;personnels;NNS;O
;sien;NN;O
;centre;NN;O
;d'instruction;NN;O
;navale;NN;O
314;Toulon;NN;O
;FRANCE;NN;O
315;Gestion;NN;O
;automatismes;NNS;O
;systémes;NNS;O
;supervision;NN;O
;industrielles;NNS;O
316;Step;NN;O
;WinCC;NN;O
;TIA;NN;O
;Portal;NN;O
317;PL7;NN;O
;UnityPro;NN;O
;Vijeo;NN;O
;Citect;NN;O
318;Allen;NNP;O
;Bradley;NNP;O
319;Rslogix;NN;O
320;Inductive;JJ;O
;Automation;NN;O
321;Maintenance;NN;O
;reparations;NNS;O
;matériel;NN;O
;électronique;NN;O
;maritime;NN;O
322;Programmation;NN;O
;microcontrôleurs;NNS;O
;PIC;NN;O
;ARDUINO;NN;O
;C++;NN;O
;JAVA;NN;O
;.NET;NN;O
323;Installations;NNS;O
;électrique;NN;O
;norme;NN;O
;NFC15-100;NN;O
324;Programmation;NN;O
;automates;NNS;O
;programmables;NNS;O
;industriels;NNS;O
;Siemens;NNS;O
;Schneider;NN;O
;Allen;NNP;O
325;Bradley;NNP;O
;Premier;NN;O
;prix;NN;O
;1998;CD;B-DATE
;concours;NNS;O
;régional;NN;O
;Casablanca;NN;O
;projet;NN;O
;gestion;NN;O
326;amélioration;NN;O
;signalisation;NN;O
;feux;NN;O
;carrefours;NNS;O
;automate;NN;O
;programmable;JJ;O
327;Configuration;NN;O
;diagnostique;NN;O
;réseaux;NN;O
;locaux;NN;O
;industriels;NNS;O
;ProfiBus;NN;O
;ModBus;NN;O
;Ethernet;NN;O
328;Configuration;NN;O
;réparation;NN;O
;équipements;NNS;O
;industriels;NNS;O
;Variateurs;NNS;O
;vitesse;NN;O
;Démarreurs;NNS;O
329;KARIM;NNP;B-NAME
;NAIME;NN;I-NAME
330;11/12/1976;CD;B-DATE
;Célibataire;NN;O
331;GSM;NN;O
;212;NN;B-PHONE
;600111140;CD;I-PHONE
332;Email;NN;O
;k.naime76;NN;B-MAIL
;gmail.com;NN;I-MAIL
333;Ingénieur;NN;O
;Projet;NN;O
334;EXPÉRIENCES;NNS;B-EXPERIENCE
;PROFESSIONNELLES;NNS;I-EXPERIENCE
335;2014-2016;JJ;B-DATE
;Ingénieur;NN;O
;projet;NN;O
;Freelance;NN;O
;chez;NN;O
;SMARTSYS;NN;O
;AUTOMATION;NN;O
;chargé;NN;O
336;solutions;NNS;O
;réparation;NN;O
;modules;NNS;O
;cartes;NNS;O
;électronique;NN;O
;réalisation;NN;O
337;projets;NNS;O
;intitulés;NN;O
338;Solutions;NNS;O
;automatisme;NN;O
;modules;NNS;O
;Arduino;NN;O
;E/R;NN;O
;SMS;NN;O
;E/R;NN;O
;Radio;NN;O
339;Développement;NN;O
;serveur;NN;O
;impression;NN;O
;automatique;NN;O
;tickets;NNS;O
;pesage;NN;O
340;dll;NN;O
;communication;NN;O
;terminal;NN;O
;pesage;NN;O
;1400;CD;O
;langage;NN;O
341;NET;NN;O
342;Automatisation;NN;O
;système;NN;O
;démarrage;NN;O
;moulin;NN;O
;blé;NN;O
;aide;NN;O
343;VPautomate;NN;O
;programmable;JJ;O
;TSX3721;NN;O
;Télémécanique;NN;O
344;Assistance;NN;O
;mise;NN;O
;service;NN;O
;station;NN;O
;chargement;NN;O
;camions;NNS;O
;citerne;NN;O
345;Terminal;NN;O
;SALAM;NN;O
;GAZ;NN;O
;NADOR;NN;O
;nouveau;NN;O
;système;NN;O
;commande;NN;O
346;automate;NN;O
;programmable;JJ;O
;S7-300;NN;O
;Siemens;NNS;O
347;Automatisation;NN;O
;ensacheuse;NN;O
;volumétrique;NN;O
;automate;NN;O
;programmable;JJ;O
348;Zelio;NN;O
;Schneider;NN;O
349;Automatisation;NN;O
;systéme;NN;O
;assainissement;NN;O
;zone;NN;O
;industrielle;NN;O
350;Kenitra;NNP;B-LOCATION
;automate;NN;O
;programmable;JJ;O
;S7-1200;JJ;O
;Siemens;NNS;O
351;Développement;NN;O
;application;NN;O
;java;NN;O
;calcul;NN;O
;installations;NNS;O
352;électriques;NNS;O
;selon;NN;O
;normes;NNS;O
;Schneider;NN;O
;Electric;NNP;O
353;2012-2014;JJ;B-DATE
;Ingénieur;NN;O
;développement;NN;O
;chez;NN;O
;Radar-Concept;JJ;O
354;Vente;NN;O
;réparation;NN;O
;installation;NN;O
;matériel;NN;O
;électronique;NN;O
;maritime;NN;O
;Gyrocompas;NN;O
355;Sondeurs;NNS;O
;Loch;NN;O
;Sonar;NN;O
;Radar;NN;O
;navigation;NN;O
;matériels;NNS;O
;communication;NN;O
356;radio;NN;O
;...;:;O
357;Réalisation;NN;O
;projet;NN;O
;intitulé;NN;O
;Passerelle;NNP;O
;Intégré;NN;O
;programmé;NN;O
;JAVA;NN;O
358;liaison;NN;O
;Caméra;NN;O
;GPS;NN;O
;Sondeur;NN;O
;Loch;NN;O
;Gyrocompas;NN;O
;module;NN;O
359;Arduino;NN;O
;Ethernet;NN;O
360;1998-2008;JJ;B-DATE
;Responsable;JJ;O
;technique;NN;O
;Détection;NN;O
;sous-marine;NN;O
;centre;NN;O
;réparation;NN;O
361;moyens;NNS;O
;électronique;NN;O
;Marine;NN;O
;royale;NN;O
;Casablanca;NN;B-LOCATION
362;Réparation;NN;O
;installation;NN;O
;moyens;NNS;O
;électronique;NN;O
;navigation;NN;O
;Gyrocompas;NN;O
363;Sondeurs;NNS;O
;Loch;NN;O
;Sonar;NN;O
;Radar;NN;O
;navigation;NN;O
;matériels;NNS;O
;communication;NN;O
364;radio;NN;O
;...;:;O
367;Yassine;NN;B-NAME
;KIDISS;NNP;I-NAME
368;448;CD;O
369;appt;NN;O
;imm;NN;O
;Avenue;NN;O
;Atlas;NNS;O
;sala;NN;B-LOCATION
;jadida;NN;I-LOCATAION
371;E-mail;NN;O
;yassinekidiss;NN;B-MAIL
;gmail;NN;I-MAIL
;.com;NN;I-MAIL
373;Date;NN;O
;naissance;NN;O
;18/10/1983;CD;B-DATE
375;Célibataire;NN;O
;Permis;NN;O
376;EXPERIENCES;NNS;B-EXPERIENCE
;PROFESSIONNELLES;NNS;I-EXPERIENCE
377;Depuis;NN;B-DATE
;Janvier;NN;I-DATE
;2016;CD;I-DATE
378;Ingénieur;NN;O
;commercial;JJ;O
;sein;NN;O
;société;NN;O
;MASTERLAB;NN;O
;Rabat;NN;B-LOCATION
379;Fevrier;NN;B-DATE
;2014-Janvier;JJ;I-DATE
;2016;CD;I-DATE
380;Agent;NN;O
;réservation;NN;O
;sein;NN;O
;groupe;NN;O
;HP-CDG;NN;O
;SERVICES;NN;O
;MAROC;NN;O
381;TECHNOPOLIS;NN;O
;RABAT;NN;B-LOCATION
382;Février;NN;B-DATE
;2013-septembre2013;JJ;I-DATE
383;Télévendeur;NN;O
;sein;NN;O
;groupe;NN;O
;Marketing;NN;O
;Call;VB;O
;Center;NNP;O
;RABAT;NN;B-LOCATION
384;Janvier;NN;B-DATE
;2012-Mars;NNS;I-DATE
;2012;CD;I-DATE
385;Conseiller;NN;O
;Client;NN;O
;sein;NN;O
;groupe;NN;O
;WEBHELP;NN;O
;Maroc;NN;O
;TECHNOPOLIS;NN;O
;RABAT;NN;B-LOCATION
386;Decembre;NN;B-DATE
;2011-;JJ;I-DATE
;Janvier;NN;I-DATE
;2012;CD;I-DATE
387;Téléacteur;NN;O
;émission;NN;O
;appels;NNS;O
;sein;NN;O
;groupe;NN;O
;ISOSELL;NN;O
388;Aout;IN;B-DATE
;2011;CD;I-DATE
389;Stage;NN;O
;formation;NN;B-FORMATION
;sein;NN;O
;banque;NN;O
;marocaine;NN;O
;commerce;NN;O
;industrie;NN;O
;—BMCI-;NN;O
390;Stage;NN;O
;formation;NN;B-FORMATION
;sein;NN;O
;société;NN;O
;RASSIF;NN;O
;KOM;NNP;O
;SARL;NN;O
391;Septembre2007-Juin;NN;B-DATE
;2008;CD;I-DATE
392;Poste;NN;O
;Professeur;NN;O
;Sciences;NNS;O
;Naturelles;NNS;O
393;Entreprise;NN;O
;Etablissement;NN;O
;AL-HIKMA;JJ;O
;Enseignement;NN;O
;Secondaire;NN;O
;Collégiale;NN;O
;Privé;NN;O
394;Avril2007-Juin2007;JJ;B-DATE
;Janvier2007-Février;NN;B-DATE
;2007;CD;I-DATE
395;Stage;NN;O
;formation;NN;B-FORMATION
;sein;NN;O
;Societe;NN;O
;NIMEX;NN;O
;Import;NN;O
;Export;NN;O
396;Mars2007-Mai;NN;B-DATE
;2007;CD;I-DATE
397;Stage;NN;O
;formation;NN;B-FORMATION
;sein;NN;O
;Laboratoire;NN;O
;Analyse;NN;O
;Eaux;NN;O
;l'ONEP;NN;O
;khénifra;NN;O
398;Octobre2006-;NN;B-DATE
;Décembre2006;NN;I-DATE
399;formation;NN;B-FORMATION
;sein;NN;O
;tia;NN;O
;vente;NN;O
;materiel;NN;O
400;diplôme;NN;B-FORMATION
;cycle;NN;O
;normal;JJ;O
;bac+3;NN;O
;Ecole;NN;O
;Supérieure;NN;O
;Sciences;NNS;O
;Ingénierie;NN;O
401;Commerciale;NN;O
;ESSIC-Meknés;NN;O
;—premier;NN;O
;prix;NN;O
402;Option;NN;O
;Finance;NN;O
;Management;NN;O
403;Licence;NN;O
;Sciences;NNS;O
;Vie;NN;O
;Option;NN;O
;Biologie;NNP;O
;Générale;NN;O
404;Juin;NN;B-DATE
;2005;CD;I-DATE
405;D.E.U.G;NN;O
;Sciences;NNS;O
;Vie;NN;O
406;Juin;NN;B-DATE
;2002;CD;I-DATE
407;Baccalauréat;NN;O
;Sciences;NNS;O
;Expérimentales;NNS;O
408;Compétences;NNS;O
;Proffessionnellles;NNS;O
409;Managériales;NNS;O
;Commerciales;NNS;O
;Bureautique;NN;O
;Management;NN;O
;Comptabilité;NN;O
;Droit;NNP;O
;Techniques;NNS;O
410;communication;NN;O
;Programmation;NN;O
;Visuel;NN;O
;Basic;JJ;O
;Fiscalité;NN;O
;Bases;NNS;O
;Données;NN;O
;Excel;NN;O
411;Langue;NN;B-LANGUE
;Maternelle;NNP;O
412;Francais;NN;O
;Courant;NN;O
413;Niveau;NN;O
;moyen;NN;O
414;Centres;NNS;O
;tintéréts;NN;O
415;Sports;NNS;O
;collectifs;NN;O
;films;NNS;O
;Musique;NN;O
417;Prénom;NN;O
;YOUNES;NN;B-NAME
418;Ingénieur;NN;O
;Telecom;NN;O
419;LEMRANI;NN;I-NAME
420;Chef;NN;O
;projets;NNS;O
421;Rue;NN;O
;Saloma;NN;O
422;Certifié;NN;O
;ITIL®;NN;O
;CSM®;NN;O
;MCITP®;NN;O
;MCTS®;NN;O
;MCP®;NN;O
;CCNA®;NN;O
423;Ain;NN;O
;Sebaâ;NN;O
;20590;CD;O
;Casablanca;NN;B-LOCATION
424;BAC+5;NN;O
;ans;NNS;O
;expérience;NN;B-EXPERIENCE
425;Younes.lemrani;NN;B-MAIL
;gmail.com;NN;I-MAIL
426;https;NN;O
;//ma.linkedin.com/in/younes-lemrani-1471102a;NN;O
428;Expériences;NNS;B-EXPERIENCE
;professionnelles;NNS;I-EXPERIENCE
429;Prestataire;NN;O
;services;NNS;O
;informatiques;NNS;O
;Télécoms;NNS;O
430;Direction;NN;O
;technique;NN;O
431;Chef;NN;O
;projets;NNS;O
;octobre;NN;B-DATE
;2015;CD;I-DATE
;Mai;NN;I-DATE
;2016;CD;I-DATE
432;NOMA;NN;O
;TIS;NN;O
433;Mission;NN;O
434;Management;NN;O
;équipe;NN;O
;collaborateurs;NNS;O
;backoffice;NN;O
;coordinateurs;NNS;O
;chef;NN;O
435;équipes;NNS;O
;ingénieurs;NNS;O
;techniciens;NNS;O
436;Suivi;NN;O
;avancement;NN;O
;projet;NN;O
;prévisions;NNS;O
;écarts;NNS;O
;rapport;NN;O
437;objectifs;NNS;O
;fixés;NN;O
438;Gestion;NN;O
;modifications;NNS;O
;rapport;NN;O
;périmetre;NN;O
;prédéfini;NN;O
;étude;NN;O
;impact;NN;O
439;contraintes;NNS;O
;fixées;NN;O
;délais;NN;O
;budget;NN;O
;qualité;NN;O
;périmetre;NN;O
440;Communications;NNS;O
;entre;NN;O
;différentes;NNS;O
;parties;NNS;O
;prenantes;NNS;O
;projet;NN;O
441;Gestion;NN;O
;ressources;NNS;O
;humaines;NNS;O
;logistiques;NNS;O
;financières;NNS;O
;projet;NN;O
442;Développement;NN;O
;rapports;NNS;O
;tableaux;NN;O
;bord;NN;O
443;Contrôle;NN;O
;rapports;NNS;O
;prestations;NNS;O
444;Validation;NN;O
;livrables;NNS;O
446;conduite;NN;O
;animation;NN;O
;réunion;NN;O
;/comité;NN;O
;projet;NN;O
447;Projet;NN;O
;géré;NN;O
448;Projet;NN;O
;Inventaire;NN;O
;physique;NN;O
;immobilisations;NNS;O
;Réseau;NN;O
;WANA;NN;O
449;opérateur;NN;O
;INWI;NN;O
450;Prestataire;NN;O
;services;NNS;O
;managés;NN;O
451;Direction;NN;O
;opérations;NNS;O
;techniques;NNS;O
452;Chef;NN;O
;projets;NNS;O
;juillet;NN;B-DATE
;2012;CD;I-DATE
;Septembre;NN;I-DATE
;2015;CD;I-DATE
453;Mission;NN;O
454;mise;NN;O
;ceuvre;NN;O
;suivi;NN;O
;pilotage;NN;O
;projet;NN;O
;suivi;NN;O
;client;NN;O
;sous-traitants;NNS;O
455;Suivi;NN;O
;qualité;NN;O
;livrables;NNS;O
;respect;NN;O
;procédures;NNS;O
;budgets;NNS;O
456;Délais;NN;O
457;Suivi;NN;O
;rentabilité;NN;O
;facturabilité;NN;O
;projets;NNS;O
;recouvrement;NN;O
458;Maitrise;NN;O
;contrat;NN;O
;engagements;NNS;O
459;maîtrise;NN;O
;œuvre;NN;O
;prestations;NNS;O
;respect;NN;O
;engagements;NNS;O
;contractuels;NNS;O
460;service;NN;O
461;Gestion;NN;O
;activités;NN;O
;associées;NN;O
;l'exécution;NN;O
;prestations;NNS;O
;service;NN;O
462;Préparation;NN;O
;animation;NN;O
;comités;NN;O
;pilotage;NN;O
;client;NN;O
463;Gestion;NN;O
;risques;NNS;O
;opérationnels;NNS;O
465;constitution;NN;O
;organisation;NN;O
;planification;NN;O
;coordination;NN;O
;activité;NN;O
466;équipes;NNS;O
;backoffice;NN;O
;hotline;NN;O
;support;NN;O
;technique;NN;O
;ingénieurs;NNS;O
;techniciens;NNS;O
467;installateurs;NNS;O
468;anticipation;NN;O
;gestion;NN;O
;risques;NNS;O
;évaluation;NN;O
;impacts;NNS;O
;gestion;NN;O
;crises;NNS;O
469;priorisation;NN;O
;gestion;NN;O
;escalades;NNS;O
470;conduite;NN;O
;animation;NN;O
;réunion;NN;O
;/comité;NN;O
;projet;NN;O
471;Management;NN;O
;équipe;NN;O
;collaborateurs;NNS;O
;Suivi;NN;O
472;Administratif;NN;O
;logistique;NN;O
;entretiens;NNS;O
;Formations;NNS;B-FORMATION
;Evaluations;NNS;O
;support;NN;O
473;Curriculum;NN;O
;Vitae;NN;O
474;Version;NN;O
;Juin;NN;B-DATE
;2016;CD;I-DATE
475;Assistance;NN;O
;coaching;VBG;O
;résolution;NN;O
;conflits;NNS;O
;conduite;NN;O
;changement;NN;O
476;Optimisation;NN;O
;processus;NN;O
;ressources;NNS;O
;charges;NNS;O
477;Management;NN;O
;global;JJ;O
;projet;NN;O
;intégration;NN;O
;contenu;NN;O
;délais;NN;O
;coûts;NN;O
;qualité;NN;O
478;RHs;NN;O
;communication;NN;O
;risques;NNS;O
;approvisionnement;NN;O
;parties;NNS;O
;prenantes;NNS;O
479;Développement;NN;O
;rapports;NNS;O
;tableaux;NN;O
;bord;NN;O
480;Support;NN;O
;technique;NN;O
;niveau;NN;O
;expert;NN;O
;solutions;NNS;O
;mises;NNS;O
;place;NN;O
481;Réponse;NN;O
;appels;NNS;O
;offres;NNS;O
;établissement;NN;O
;propositions;NNS;O
;commerciales;NNS;O
482;Rédaction;NN;O
;mise;NN;O
;jour;NN;O
;processus;NN;O
;modèles;NNS;O
;procédés;NN;O
;vue;NN;O
483;Garantir;NN;O
;standardisation;NN;O
;gestion;NN;O
;projets;NNS;O
;sein;NN;O
;équipe;NN;O
484;Projets;NNS;O
;opérations;NNS;O
;gérés;NN;O
485;Projet;NN;O
;Etude;NN;O
;faisabilité;NN;O
;déploiement;NN;O
;Maintenance;NN;O
;solutions;NNS;O
486;Boucle;NN;O
;locale;NN;O
;Radio;NN;O
;B2B;NN;O
;intégration;NN;O
;services;NNS;O
;voix;NN;O
;data;NNS;O
487;opérateur;NN;O
;INWI;NN;O
488;3700;CD;O
;Prestations;NNS;O
489;Projet;NN;O
;Déploiement;NN;O
;Maintenance;NN;O
;liaisons;NNS;O
;B2B;NN;O
;ADSL;NN;O
490;BLO;NN;O
;LLI;NN;O
;RNIS;NN;O
;intégration;NN;O
;services;NNS;O
;voix;NN;O
;data;NNS;O
491;opérateur;NN;O
;INWI;NN;O
492;200;CD;O
;Prestations;NNS;O
493;Projet;NN;O
;Déploiement;NN;O
;Maintenance;NN;O
;ADSL;NN;O
;B2C;NN;O
;voix;NN;O
;data;NNS;O
494;opérateur;NN;O
;INWI;NN;O
495;350;CD;O
;Prestations;NNS;O
496;Projet;NN;O
;Infogérance;NN;O
;prestations;NNS;O
;clients;NNS;O
;tibco;NN;O
;services;NNS;O
497;100;CD;O
;Prestations;NNS;O
498;Prestataire;NN;O
;services;NNS;O
;managés;NN;O
499;iunlî;NN;O
;:;:;O
;—c;NN;O
;:;:;O
;.—;NN;O
500;Direction;NN;O
;opérations;NNS;O
;techniques;NNS;O
501;Coordinateur;NN;O
;projets;NNS;O
;Juillet;NN;B-DATE
;2011;CD;I-DATE
;juin;NN;I-DATE
;2012;CD;I-DATE
502;Mission;NN;I-DATE
503;Participation;NN;O
;définition;NN;O
;cadrage;NN;O
;besoins;NNS;O
;fonctionnels;NNS;O
504;Définition;NN;O
;besoins;NNS;O
;termes;NNS;O
;ressources;NNS;O
;humaines;NNS;O
;compétences;NNS;O
505;Techniques;NNS;O
506;Préparation;NN;O
;amont;NN;O
;éléments;NNS;O
;chiffrage;NN;O
;et/ou;NN;O
;facturation;NN;O
507;Pilotage;NN;O
;suivi;NN;O
;coordination;NN;O
;projet;NN;O
508;Mettre;NN;O
;place;NN;O
;structures;NNS;O
;projet;NN;O
;règles;NNS;O
;fonctionnement;NN;O
509;Méthodes;NNS;O
;outils;NNS;O
;pilotage;NN;O
;indicateurs;NNS;O
510;Définition;NN;O
;équipes;NNS;O
;projet;NN;O
;objectifs;NNS;O
;délais;NN;O
;réalisation;NN;O
511;Des;NNP;O
;livrables;NNS;O
;applications;NNS;O
;modules;NNS;O
;développement;NN;O
;spécifique;NN;O
512;Affectation;NN;O
;ressources;NNS;O
;fonction;NN;O
;contraintes;NNS;O
;techniques;NNS;O
513;Pilotage;NN;O
;mesure;NN;O
;état;NN;O
;avancement;NN;O
;création;NN;O
;tableaux;NN;O
;bord;NN;O
514;Choix;NN;O
;indicateurs;NNS;O
;planification;NN;O
;comités;NN;O
;pilotage;NN;O
515;Supervision;NN;O
;coordination;NN;O
;travail;NN;O
;ensemble;JJ;O
;acteurs;NNS;O
;internes;NNS;O
516;Et/ou;NN;O
;externes;NNS;O
517;Curriculum;NN;O
;Vitae;NN;O
518;Version;NN;O
;Juin;NN;B-DATE
;2016;CD;I-DATE
519;NWI;NN;O
520;Opérateur;NN;O
;Télécoms;NNS;O
521;Direction;NN;O
;Business;NN;O
;Services;NNS;O
522;Technicien;NN;O
;chargé;NN;O
;intervention;NN;O
;B2B;NN;O
;Juillet;NN;B-DATE
;2009;CD;I-DATE
;Juin;NN;I-DATE
;2011;CD;I-DATE
523;Mission;NN;O
524;Mise;NN;O
;service;NN;O
;Des;NNP;O
;solutions;NNS;O
;INWI;NN;O
;entreprise;NN;O
;Data;NNS;O
;voix;NN;O
525;Installation;NN;O
;Liaisons;NNS;O
;VPN/MPLS;NN;O
;LAN2LAN;NN;O
;VLAN;NN;O
;VPLS;NN;O
;VPN/IPSEC;NN;O
526;VOIP;NN;O
;sous;JJ;O
;Supports;NNS;O
;ADSL;NN;O
;RNIS;NN;O
;BLR;NN;O
;Cambridge;NN;O
;BLO;NN;O
;NTU;NN;O
;RAD;NN;O
527;Routeur;NN;O
;Switch;NN;O
;CISCO;NN;O
528;Analyse;NN;O
;l'existant;NN;O
;besoins;NNS;O
;clients;NNS;O
;actions;NNS;O
;d'avant-;NN;O
529;Vente;NN;O
530;Réalisation;NN;O
;projets;NNS;O
;grands;NNS;O
;comptes;NNS;O
;nationaux;NN;O
;internationaux;NN;O
531;Pilotage;NN;O
;projets;NNS;O
;migration;NN;O
;architecture;NN;O
;Réseau;NN;O
;Maroc;NN;O
;Télécom;NN;O
532;Meditel;NN;O
;vers;NNS;O
;INWI;NN;O
533;Conception;NN;O
;d'architectures;NNS;O
;Réseau/Télécom;NN;O
;interconnexion;NN;O
;sites;NNS;O
;voix;NN;O
;data;NNS;O
534;via;IN;O
;Boucle;NN;O
;locale;NN;O
;Radio;NN;O
;Fibre;NN;O
;optique;NN;O
535;configuration;NN;O
;Analyse;NN;O
;diagnostic;JJ;O
;incidents;NNS;O
;remontées;NN;O
536;Bug;NN;O
;Respect;NN;O
;SLA;NN;O
;satisfaction;NN;O
;client;NN;O
537;Conseil;NN;O
;conception;NN;O
;installation;NN;O
;configuration;NN;O
;migration;NN;O
;intégration;NN;O
;formation;NN;B-FORMATION
538;Tech-transfert;NN;O
;support/troubleshooting;VBG;O
;Installation;NN;O
;configuration;NN;O
;ADs;NN;O
539;Patton;NN;O
;One;CD;O
;Access;NN;O
;Teles;NNS;O
;Voip;NN;O
;lignes;NNS;O
;analogiques;NNS;O
;T0et;NN;O
540;Intégration;NN;O
;voix;NN;O
;Pabx;NN;O
541;Configuration;NN;O
;routeurs;NNS;O
;Cisco;NN;O
;Sagem;NN;O
;accès;NN;O
;internet;NN;O
;ADSL;NN;O
542;Participation;NN;O
;formation;NN;B-FORMATION
;collaborateurs;NNS;O
;techniques;NNS;O
543;Réalisation;NN;O
;Site;NN;O
;Survey;NN;O
;étude;NN;O
;faisabilité;NN;O
;expertises;NNS;O
;techniques;NNS;O
544;Déploiement;NN;O
;technologies;NNS;O
;ADSL;NN;O
;BLR;NN;O
;BLO;NN;O
;WIMAX;NN;O
;VSAT;NN;O
546;Assistance;NN;O
;techniques;NNS;O
;Data;NNS;O
;Center;NNP;O
;INWI;NN;O
547;com;NN;O
548;Compagnie;NN;O
;Transports;NNS;O
;Maroc;NN;O
;Mai;NN;B-DATE
;2009;CD;I-DATE
549;Depuis;NN;I-DATE
;1919;CD;I-DATE
550;Stage;NN;O
;Administrateur;NN;O
;Réseaux;NN;O
;Systèmes;NNS;O
;Informatiques;NNS;O
551;Mission;NN;O
552;Installation;NN;O
;configuration;NN;O
;serveurs;NNS;O
;Windows;NNS;O
;2000/2003;CD;B-DATE
;DHCP;NN;O
553;DNS;NN;O
;FTP;NN;O
;messagerie;NN;O
554;Maintenance;NN;O
;helpdesk;NN;O
555;Supervision;NN;O
;Nagios;NNS;O
556;Administration;NN;O
;réseaux;NN;O
;entreprise;NN;O
;LAN;NN;O
;WAN;NN;O
;Switches;NNS;O
;routeurs;NNS;O
557;Concentrateurs;NNS;O
;cablage;NN;O
558;gestion;NN;O
;maintenance;NN;O
;infrastructures;NNS;O
;techniques;NNS;O
559;suivi;NN;O
;résolution;NN;O
;incidents;NNS;O
560;Société;NN;O
;Orgerie;NN;O
;Anoual;JJ;O
;Janvier;NN;B-DATE
;Avril;NN;I-DATE
;2009;CD;I-DATE
561;Stage;NN;O
;Technicien;NN;O
;Supérieur;NN;O
;Réseaux;NN;O
;Systémes;NNS;O
;Informatiques;NNS;O
562;Mission;NN;O
563;Administration;NN;O
;Réseaux;NN;O
;systèmes;NNS;O
;informatiques;NNS;O
;Windows;NNS;O
;2000/2003;CD;B-DATE
564;Administration;NN;O
;contrôle;NN;O
;domaine;NN;O
;messagerie;NN;O
;applications;NNS;O
565;maintenance;NN;O
;corrective;NN;O
;traitement;NN;O
;incidents;NNS;O
;leurs;NNS;O
;résolutions;NNS;O
567;maintenance;NN;O
;préventive;NN;O
;suivi;NN;O
;mise;NN;O
;jour;NN;O
;équipements;NNS;O
;actifs;NNS;O
;Gestion;NN;O
568;capacités;NN;O
;planning;NN;O
569;supervision;NN;O
;équipements;NNS;O
;réseaux;NN;O
570;Gestion;NN;O
;Helpdesk;NN;O
;parc;NN;O
;informatique;NN;O
571;Participation;NN;O
;mise;NN;O
;place;NN;O
;suivi;NN;O
;politique;NN;O
;sécurité;NN;O
572;Curriculum;NN;O
;Vitae;NN;O
573;Version;NN;O
;Juin;NN;B-DATE
;2016;CD;I-DATE
574;Bayti;NN;O
;Development;NNP;O
;Management;NN;O
;Company;NN;O
;Juillet;NN;B-DATE
;Décembre;NN;I-DATE
;2008;CD;I-DATE
575;Stage;NN;O
;Administrateur;NN;O
