Sentence #;Word;POS;Tag
;Oracle;NN;O
;PL/SQL;NN;O
;Cassandra;NN;O
;Hector;NN;O
;DB2;NN;O
1530;Conception;NN;O
;Merise;NN;O
;UML;NN;O
1531;TTTT;NN;O
1532;HTML/JS;NN;O
;BootStrape;NN;O
;AngularJS;NN;O
;1.3;CD;O
;HTML5;NN;O
;CSS;NN;O
;nodeJs;NN;O
1533;ionic;NN;O
;Cordova;NNP;O
1534;Informations;NNS;O
;Complémentaire;NN;O
1535;Veille;NNP;O
;technologique;NN;O
;écosystème;NN;O
;Java;NN;O
;Web;NN;O
1536;Co-fondateur;NN;O
;Vice-président;NN;O
;NeoterizeA;NN;O
1537;Vice-président;NN;O
;SIFE;NN;O
;EMSI;NN;O
;2011/2012;CD;B-DATE
1538;Langues;NNS;B-LANGUE
1539;Français;NN;O
;Courant;NN;O
1540;Langue;NN;B-LANGUE
;maternelle;NN;O
1541;Bendara;NN;B-NAME
;Ibtissam;NN;I-NAME
1542;ans;NNS;O
;Célibatire-Marocaine;NN;O
1543;Tél;NN;O
;personnel;NNS;O
;212;NN;O
;Fixe;NN;O
1544;Gmail;NN;O
;btissam.bendarra;NN;B-MAIL
;gmail.com;NN;I-MAIL
1545;Adresse;NN;O
;Citée;NN;O
;juillet;NN;B-DATE
;entrée;NN;O
;NO2;NN;O
;Mohammedia.-Maroc;NN;B-LOCATION
1546;2015-2016;JJ;B-DATE
;1ére;CD;O
;année;NN;O
;#NOM?;NN;O
;spécialisé;NN;O
;commerce;NN;O
;ISTA;NN;O
;Mohammedia;NNP;B-LOCATION
1547;2014-2015;JJ;B-DATE
;Licence;NN;O
;économie;NN;O
;gestion;NN;O
;Faculté;NN;O
;sciences;NNS;O
;juridiques;NNS;O
;économique;NN;O
;sociales;NNS;O
1548;Mohammedia;NNP;B-LOCATION
1549;Diplome;NN;O
;technicien;NN;O
;ISTA/OFPPT;NN;O
;Mohammedia;NNP;B-LOCATION
;formation;NN;B-FORMATION
1550;administration;NN;O
;gestion;NN;O
;commerce;NN;O
;ATV;NN;O
;agent;NN;O
;technique;NN;O
;vente;NN;O
1551;2013-2014;JJ;B-DATE
;DEUG;NN;O
;économie;NN;O
;gestion;NN;O
;Faculté;NN;O
;sciences;NNS;O
;juridiques;NNS;O
;économique;NN;O
;sociales;NNS;O
1552;Mohammedia;NNP;B-LOCATION
1553;1ère;CD;O
1554;année;NN;O
;ISTA/OFPPT;NN;O
;Mohammedia;NNP;B-LOCATION
;formation;NN;O
;administration;NN;O
1555;gestion;NN;O
;commerce;NN;O
;ATV;NN;O
;agent;NN;O
;technique;NN;O
;vente;NN;O
1556;2012-2013;JJ;B-DATE
;1ère;CD;O
;année;NN;O
;économie;NN;O
;gestion;NN;O
;Faculté;NN;O
;sciences;NNS;O
;juridiques;NNS;O
;économique;NN;O
;sociales;NNS;O
1557;Mohammedia;NNP;B-LOCATION
1558;2011-2012;JJ;B-DATE
;Baccalauréat;NN;O
;série;NN;O
;science;NN;O
;économique;NN;O
;gestion;NN;O
;Groupe;NN;O
;scolaire;NN;O
;Miri;NN;O
1559;EXPERIENSES;NN;B-EXPERIENCE
;PROFESIONNELLES;NNS;I-EXPERIENCE
1560;2015-2016;JJ;B-DATE
;Stage;NN;O
;mois;NN;B-DATE
;—Coordinatrice;NN;O
;projets;NNS;O
;Agence;NN;O
;communication;NN;O
;I.SYNERGY;NN;O
1561;2015-2016;JJ;B-DATE
;Stage;NN;O
;mois;NN;B-DATE
;Gestion;NN;O
;comptable;JJ;O
;KONIPA;NNP;O
;SARL;NN;O
;Casablanca;NN;B-LOCATION
1562;2014-2015;JJ;B-DATE
;Stage;NN;O
;mois;NN;B-DATE
;Direction;NN;O
;commerce;NN;O
;Agence;NN;O
;location;NN;O
;voitures;NNS;O
;Sabrina;NNP;O
;Car;NN;O
1563;2014-2015;JJ;B-DATE
;Mois;NN;B-DATE
;—Téléconseillère;NN;O
;Prestigia-call;NN;O
;Mohammedia;NNP;B-LOCATION
1564;NNN;NN;O
1565;2012-2013;JJ;B-DATE
;Stage;NN;O
;mois;NN;B-DATE
;sein;NN;O
;société;NN;O
;anonyme;NN;O
;marocaine;NN;O
1566;l'industrie;NN;O
;raffinage;NN;O
;SAMIR;NN;O
;direction;NN;O
;comptabilité;NN;O
;fiscalité;NN;O
;contrôle;NN;O
1567;gestion;NN;O
1568;Projets;NNS;O
;Réalisés;NN;O
1569;Projet;NN;O
;fin;NN;O
;étude;NN;O
;theme;NN;O
;E-commerce;NN;O
1570;Projet;NN;O
;fin;NN;O
;formation;NN;B-FORMATION
;Gestion;NN;O
;commerciale;NN;O
1571;Techniques;NNS;O
1572;Compétences;NNS;O
;marketing;NN;O
;management;NN;O
;desentreprises;NNS;O
1573;Compétences;NNS;O
;gestion;NN;O
;comptable;JJ;O
;commerciale;NN;O
;entreprises;NNS;O
1574;Coordination;NN;O
;projets;NNS;O
1575;Bureautique;NN;O
1576;Word;NN;O
;Excel;NN;O
;PowerPoint;NN;O
;Access;NN;O
;Adobe;NN;O
;Photoshop;NN;O
;Illustrator;NN;O
;Sage;NN;O
1577;Linguistiques;NNS;O
1578;Arabe;NN;O
;—Niveau;NN;O
;Courant;NN;O
1579;Français;NN;O
;—Niveau;NN;O
;Courant;NN;O
;TCF;NN;O
1580;Anglais;NN;O
;—Niveau;NN;O
;Intermédiaire;NN;O
1581;CENTRE;NN;O
;D'INTERETS;NN;O
1582;Voyage;NN;O
;Lecture;NN;O
;Volley;NNP;O
;Peinture;NN;O
1583;Boukhriss;NNS;B-NAME
;Abdelkarim;NNP;I-NAME
1584;05/06/1993;CD;B-DATE
;rabat;NN;B-LOCATION
;Célibataire;NN;O
1585;adresse;NN;O
;RUE;NN;O
;AIN;NN;O
;LALLA;NN;O
;HYA;NN;O
;HAY;NN;O
;NAHDA;NN;O
1587;KARIA;NNP;O
;SALE;NN;B-LOCATION
1588;téléphone;NN;O
;06.31.60.04.50;CD;B-PHONE
1589;E-mail;NN;O
;musingelabde;NN;B-MAIL
;gmail.com;NN;I-MAIL
1590;Mettre;NN;O
;compétences;NNS;O
;profil;NN;O
;entreprise;NN;O
1591;Formation;NN;B-FORMATION
;diplômes;NNS;O
1592;attestation;NN;O
;qualifiante;NN;O
;agent;NN;O
;visiteur;NN;O
;contrôle;NN;O
;technique;NN;O
1593;automobile;NN;O
;ISTA;NN;O
;HAY;NN;O
;CHMAOU;NN;O
1594;2012-2014;JJ;B-DATE
;Diplôme;NN;O
;qualification;NN;O
;réparation;NN;O
;véhicule;NN;O
;automobile;NN;O
1595;ISTA;NN;O
;HAY;NN;O
;CHMAOU;NN;O
1596;Niveau;NN;O
;d'études;NNS;O
;4éme;CD;O
1597;Expérience;NN;B-EXPERIENCE
;Professional;JJ;I-EXPERIENCE
1598;mois;NN;B-DATE
;travail;NN;O
;société;NN;O
;nettoyage;NN;O
;MYSNET;NN;O
;sale;NN;B-LOCATION
1599;mois;NN;B-DATE
;travail;NN;O
;sien;NN;O
;société;NN;O
;INTEMPORILE;NN;O
;menuiserie;NN;O
1600;bois;NN;O
;centre;NN;O
;oulja;NN;O
1601;ans;NNS;O
;travail;NN;O
;mécanique;NN;O
;Automobile;NN;O
1602;ans;NNS;O
;travail;NN;O
;demain;NN;O
;Informatique;NN;O
1603;2011;CD;B-DATE
;permis;NN;O
;conduite;NN;O
1604;Les;NN;O
;compétences;NNS;O
1605;Réparation;NN;O
;véhicule;NN;O
;automobile;NN;O
;mequanique;NN;O
1606;Maintenance;NN;O
;dépannage;NN;O
;réparation;NN;O
;matériel;NN;O
;informatique;NN;O
1607;Système;NN;O
;D'exploitation;NN;O
1608;Logiciels;NNS;O
;bureautiques;NNS;O
;programmation;NN;O
;Word;NN;O
;2003;CD;B-DATE
;2007;CD;I-DATE
;Excel;NN;O
1609;Photoshop;NN;O
;montage;NN;O
1610;9B3/A;CD;O
;WInjNd14IN;NN;O
1611;Tachelhit;NN;O
;langue;NN;O
;maternelle;NN;O
1612;langue;NN;B-LANGUE
;maternelle;NN;O
1613;Moyen;NNS;O
1614;bas;NN;O
1615;Activités;NN;O
;extra;JJ;O
;professionnelles;NNS;O
1616;BENKHADAJ;NN;B-NAME
;Youness;NN;I-NAME
1617;Date;NN;O
;lieu;NN;O
;Naissance;NN;O
;11/07/1986;JJ;B-DATE
;Rabat;NN;B-LOCATION
;Maroc;NN;O
1618;Mobile;NN;O
;212;CD;B-PHONE
;601;CD;I-PHONE
;83/;CD;I-PHONE
1619;E-mail;NN;O
;ybenkhaddai;NN;B-MAIL
;gmail.com;NN;I-MAIL
1620;Team;NN;O
;Manager;NN;O
;Anglophone;NN;O
1621;Experiences;NNS;B-EXPERIENCE
;Professionnelles;NNS;I-EXPERIENCE
1622;Depuis;NN;B-DATE
;01/11/2014;CD;I-DATE
;Responsable;JJ;O
;Technique;NN;O
;Free;JJ;O
;Lance;NN;O
;Soyouz-Internet;NN;O
;Rabat;NN;B-LOCATION
1623;Encadrer;NN;O
;animer;NN;O
;équipe;NN;O
;développeurs;NNS;O
;consultants;NNS;O
;techniques;NNS;O
1624;Garantir;NN;O
;fiabilité;NN;O
;performance;NN;O
;l'évolution;NN;O
;système;NN;O
;information;NN;O
1625;Garantir;NN;O
;l'intégration;NN;O
;l'encadrement;NN;O
;technique;NN;O
;projets;NNS;O
1626;Conseiller;NN;O
;coordonner;NN;O
;production;NN;O
;développement;NN;O
;technique;NN;O
;l'entreprise;NN;O
1627;Gérer;NN;O
;budgets;NNS;O
1628;02/01/2014;CD;B-DATE
;14/10/2014;CD;B-DATE
;Team;NN;O
;Manager;NN;O
;Chez;NN;O
;IPGMaroc;NN;O
;Centre;NN;O
;appels;NNS;O
;FUJITSU;NN;O
;Portugal;NN;O
1629;Participation;NN;O
;active;JJ;O
;offshorisation;NN;O
;projet;NN;O
;Fujitsu;NNP;O
;Emission;NN;O
;appel;NN;O
;Maroc;NN;O
;Assurant;NN;O
;recrutement;NN;O
1630;formation;NN;B-FORMATION
;montée;NN;O
;compétence;NN;O
;ressources;NNS;O
1631;Responsable;JJ;O
;management;NN;O
;direct;JJ;O
;équipe;NN;O
;technique;NN;O
1632;Team;NN;O
;leaders;NNS;O
;support;NN;O
;niveau;NN;O
1633;Techniciens;NNS;O
;support;NN;O
;technique;NN;O
;niveau;NN;O
1634;Responsable;JJ;O
;planification;NN;O
;ressources;NNS;O
;garantir;NN;O
;meilleure;NN;O
;qualité;NN;O
;service;NN;O
1635;Assurer;NN;O
;point;NN;O
;escalade;NN;O
;réclamations;NNS;O
;client;NN;O
;concernant;NN;O
;non-conformité;JJ;O
;qualitative;NN;O
1636;Animation;NN;O
;réunions;NNS;O
;journalières;NNS;O
;équipe;NN;O
;support;NN;O
;suivi;NN;O
;opérationnel;NNS;O
;activité;NN;O
1637;Préparation;NN;O
;animation;NN;O
;comités;NN;O
;desk;NN;O
;hebdomadaires;NNS;O
;mensuelles;NNS;O
;client;NN;O
;présentation;NN;O
1638;résultats;NNS;O
;discussion;NN;O
;plans;NNS;O
;action;NN;O
;améliorer;NN;O
;niveau;NN;O
;service;NN;O
1639;Garant;NN;O
;respect;NN;O
;qualité;NN;O
;service;NN;O
;Delivery;NN;O
;amélioration;NN;O
;continue;NN;O
;tout;NN;O
;aspects;NNS;O
;SLA;NN;O
;service;NN;O
;level;NN;O
1640;agreement;NN;O
;KPI;NNP;O
;Key;NN;O
;Performance;NN;O
;Indicators;NNS;O
1641;References;NNS;O
1642;Mme;NN;O
;Martins;NNS;O
;Barbara;NN;O
1643;Younes;NNS;B-NAME
;Amal;JJ;O
1644;Operation;NN;O
;Manager;NN;O
;Fujitsu;NNP;O
;Lisbon;NN;O
;GDC;NN;O
1645;Manager;NN;O
;IPGMAROC;NN;O
1646;Mobile;NN;O
;3,52E+11;CD;O
1647;Mobile;NN;O
;2,13E+11;NN;O
1648;Email;NN;O
1649;Email;NN;O
1650;Janvier;NN;B-DATE
;2012;CD;I-DATE
;Décembre;NN;I-DATE
;2013;CD;I-DATE
;Team;NN;O
;Leader;NN;O
;Technique;NN;O
;PERCALL;NN;O
;Centre;NN;O
;appel;NN;O
;Technopolis;NN;O
;Rabat;NN;B-LOCATION
1651;Management;NN;O
;équipe;NN;O
;ingénieurs;NNS;O
;support;NN;O
;édition;NN;O
;rapports;NNS;O
;performance;NN;O
;qualitative;NN;O
1652;équipes;NNS;O
;opérationnels;NNS;O
1653;Résolution;NN;O
;incidents;NNS;O
;grande;NN;O
;priorité;NN;O
;concernant;NN;O
;traitements;NNS;O
;EDI;NN;O
;Elecronic-Data-interchange;NN;O
1654;grands;NNS;O
;clients;NNS;O
;GENERIX;NN;O
;CARREFOUR;NN;O
;LES;NNS;O
;GALERIES;NN;O
;LAFAYETTE;NN;O
;...;:;O
1655;Suivi;NN;O
;performance;NN;O
;équipes;NNS;O
;support;NN;O
;assurer;NN;O
;respect;NN;O
;SLA;NN;O
;resolution;NN;O
;escalade;NN;O
1656;Recrutement;NN;O
;formation;NN;B-FORMATION
;nouveaux;NN;O
;agents;NNS;O
;support;NN;O
1657;Mise;NN;O
;place;NN;O
;plans;NNS;O
;action;NN;O
;métriques;NNS;O
;nécessaires;NNS;O
;Formation;NN;O
;technique;NN;O
;Call-Log;NN;O
;review;NN;O
;.PIP;NN;O
;and;CC;O
1658;PDP;NN;O
;maintenir;NN;O
;meilleur;NN;O
;niveau;NN;O
;service;NN;O
;SLA;NN;O
1659;Garantir;NN;O
;respect;NN;O
;compréhension;NN;O
;missions;NNS;O
;objectifs;NNS;O
;production;NN;O
;journalière;NN;O
;differents;NNS;O
1660;équipes;NNS;O
;support;NN;O
1661;Janvier;NN;B-DATE
;2010;CD;I-DATE
;Décembre;NN;I-DATE
;2011;CD;I-DATE
;Ingénieur;NN;O
;Support;NN;O
;Technique;NN;O
;PERCALL;NN;O
;DEVELOPMENT;NN;O
1662;Support;NN;O
;technique;NN;O
;compte;NN;O
;clients;NNS;O
;GenerixGroup;NN;O
;Demand;NN;O
;gestion;NN;O
;bout;NN;O
1663;bout;NN;O
;incidents;NNS;O
;Email;NN;O
;appels;NNS;O
;téléphoniques;NNS;O
1664;Traitement;NN;O
;résolution;NN;O
;technique;NN;O
;incidents;NNS;O
;remontés;NN;O
;entités;NN;O
;métiers;NNS;O
;consultants;NNS;O
1665;Exploitation;NN;O
;plateformes;NNS;O
;clients;NNS;O
;VIP;NN;O
;Carrefour;NN;O
;Groupe;NN;O
;GALFRIES;NN;O
;LAFAYETTE;NN;O
;...;:;O
1666;Rédaction;NN;O
;amélioration;NN;O
;procédures;NNS;O
;techniques;NNS;O
;mode;NN;O
;opératoires;NNS;O
;l'équipe;NN;O
;support;NN;O
1667;Supervision;NN;O
;plateformes;NNS;O
;techniques;NNS;O
;applicatives;NNS;O
;Generix;NN;O
;Group;NNP;O
;Demand;NN;O
;Windows;NNS;O
;Unix;NN;O
1668;Suivi;NN;O
;incidents;NNS;O
;demandes;NNS;O
;changement;NN;O
;mise;NN;O
;production;NN;O
1669;Performance;NN;O
;tests;NNS;O
;sauvegardes;NNS;O
;serveurs;NNS;O
;Production;NN;O
1670;Diagnostic;JJ;O
;priorisation;NN;O
;traitement;NN;O
;alarmes;NNS;O
;remontés;NN;O
;système;NN;O
;supervision;NN;O
1671;Escalade;NN;O
;incidents;NNS;O
;complexes;NNS;O
;bureaux;NN;O
;d'études;NNS;O
;Support;NN;O
;niveau;NN;O
1672;Outils;NNS;O
;Techniques;NNS;O
;VNC;NN;O
;Putty;NN;O
;Nagios;NNS;O
;Centreon;NN;O
;SalesForces;NNS;O
;SM7;NN;O
1673;Juin;NN;B-DATE
;2009;CD;I-DATE
;Décembre;NN;I-DATE
;2009;CD;I-DATE
;DEV-UP;NN;O
;Rabat;NN;B-LOCATION
;Maroc;NN;O
1674;Position;NN;O
;Gestionnaire;NN;O
;développements;NNS;O
;solution;NN;O
;KONOSYS;NNP;O
;ERP;NN;O
;Technologie;NN;O
;.NET;NN;O
1675;Mission;NN;O
;Gestion;NN;O
;équipe;NN;O
;développeurs;NNS;O
;experts;NNS;O
1676;Suivi;NN;O
;Reporting;VBG;O
;production;NN;O
;journaliére;NN;O
;équipe;NN;O
;assurer;NN;O
;respect;NN;O
;deadlines;NNS;O
1677;Répartition;NN;O
;taches;NNS;O
;suivi;NN;O
;performance;NN;O
;journalière;NN;O
;développeurs;NNS;O
1678;Recrutement;NN;O
;développeurs;NNS;O
;assistance;NN;O
;technique;NN;O
;planification;NN;O
;délais;NN;O
;livraison;NN;O
1679;Validation;NN;O
;confirmation;NN;O
;développements;NNS;O
1680;Test;NN;O
;proactive;NN;O
;base;NN;O
;pre-production;NN;O
;avant;NN;O
;intégration;NN;O
;finale;NN;O
;plateforme;NN;O
;production;NN;O
;clients;NNS;O
1681;finaux;NN;O
1682;Academique;NN;O
1683;-2004;JJ;B-DATE
;2009;CD;I-DATE
1684;Diplome;NN;O
;ingénieur;NN;O
;genie;NN;O
;logiciel;NN;O
;réseaux;NN;O
;THEM;NN;O
;international;JJ;O
;institute;NN;O
1685;for;IN;O
;higher;JJR;O
;education;NN;O
;morocco;NN;O
1686;-2003;JJ;B-DATE
;2004;CD;I-DATE
1687;Baccalauréat;NN;O
;sciences;NNS;O
;mathématiques;NNS;O
1688;Formations;NNS;B-FORMATION
;certifications;NNS;O
1689;Janvier;NN;B-DATE
;2014;CD;I-DATE
;Formation;NN;B-FORMATION
;Service;NNP;O
;Desk;NN;O
;Management;NN;O
;centre;NN;O
;GLOBAL;NN;O
1690;delivery;NN;O
;center;NN;O
;Fujitsu;NNP;O
;Solutions;NNS;O
;Lisbon;NN;O
;Portugal;NN;O
1691;Mars;NNS;B-DATE
;2013;CD;I-DATE
;Formation;NN;B-FORMATION
;Gestion;NN;O
;équipe;NN;O
;Dale;NN;O
;Carnegie;NN;O
;Institute;NNP;O
1692;Mars;NNS;B-DATE
;2011;CD;I-DATE
;Time;NN;O
;and;CC;O
;stress;NN;O
;management;NN;O
;Dale;NN;O
;Carnegie;NN;O
;Institute;NNP;O
1693;Janvier;NN;B-DATE
;2011;CD;I-DATE
;Team;NN;O
;management;NN;O
;Generix;NN;O
;Group;NNP;O
1695;Janvier;NN;B-DATE
;2010;CD;I-DATE
;ITIL-Initiation;NN;O
;Generix;NN;O
;Group;NNP;O
1696;Compétences;NNS;O
1697;LAN;NN;O
;WAN;NN;O
;MAN;NN;O
;Networks;NNS;O
;Java;NN;O
;Programming;VBG;O
;C++;NN;O
;JSP;NN;O
;CSS;NN;O
;HTML;NN;O
;Object;NN;O
;Oriented;VBN;O
;Programming;VBG;O
1698;office;NN;O
;Internet;NN;O
1699;Techniques;NNS;O
;avancées;NN;O
;analyse;NN;O
;opérationnelle;NN;O
1700;Une;NN;O
;trés;NN;O
;bonnne;NN;O
;capacité;NN;O
;gestion;NN;O
;stress;NN;O
;opérabilité;NN;O
;plateformes;NNS;O
;production;NN;O
;avancées;NN;O
1701;Techniques;NNS;O
;communication;NN;O
;management;NN;O
;équipes;NNS;O
;leadership;NN;O
1702;Capacité;NN;O
;travail;NN;O
;coopération;NN;O
;environnement;NN;O
;international;JJ;O
;multiculturel;NN;O
1703;From;IN;O
;June;NNP;O
;2012;CD;B-DATE
1704;Vice;NNP;O
;president;NN;O
;club;NN;O
;Alumni;NNS;O
;ITHEM;NN;O
1705;2007;CD;B-DATE
;2009;CD;I-DATE
1706;Student;NN;O
;Council;NN;O
;President;NNP;O
1707;2007;CD;B-DATE
;2009;CD;I-DATE
1708;Membre;NN;O
;actif;NN;O
;club;NN;O
;IIHEM;NN;O
;Honors;NNS;O
1709;2007;CD;B-DATE
;2008;CD;I-DATE
1710;Membre;NN;O
;actif;NN;O
;club;NN;O
;IIHFM;NN;O
;Storks;NNS;O
;Club;NN;O
;sport;NN;O
1712;2007;CD;B-DATE
;2008;CD;I-DATE
1713;Member;NNP;O
;Club;NN;O
;Discovery;NN;O
;IIHEM;NN;O
1714;Arabe;NN;O
;langue;NN;B-DATE
;maternelle;NN;O
1715;Anglais;NN;O
;Anglophone;NN;O
1716;Francais;NN;O
;parlé;NN;O
;écrit;NN;O
1717;ans;NNS;O
1718;Rue;NN;O
;Sidi;NN;O
;Ahmed;NNP;B-NAME
;Akkari;NNP;I-NAME
;Rabat;NN;B-LOCATION
1719;Tel;NN;O
;655365497;CD;B-PHONE
1720;Email;NN;O
;yahiahatim97;NN;B-MAIL
;gmail.com;NN;I-MAIL
1721;presenter;NN;O
;telephone;NN;O
;verifier;NN;O
;l'identité;NN;O
;coordonnées;NN;O
;l'interlocuteur;NN;O
1722;numéro;NN;O
;client;NN;O
;adresse;NN;O
1723;Présenter;NN;O
;identifier;NN;O
;l'objet;NN;O
;appel;NN;O
;commande;NN;O
;vente;NN;O
;information;NN;O
;reclamation;NN;O
1724;assistance;NN;O
1725;Renseigner;NN;O
;client;NN;O
;caractéristiques;NNS;O
;produits;NNS;O
;conseiller;NN;O
;choix;NN;O
1726;Vérifier;JJR;O
;disponibilité;NN;O
;produit;NN;O
;service;NN;O
;saisir;NN;O
;données;NN;O
;commande;NN;O
1727;reservation;NN;O
1728;Orienter;NN;O
;client;NN;O
;transférer;NN;O
;appel;NN;O
;vers;NNS;O
;l'interlocuteur;NN;O
;approprié;NN;O
;technicien;NN;O
1729;commercial;JJ;O
;chargé;NN;O
;clientele;NNS;O
1730;Contacter;NN;O
;clients;NNS;O
;prospects;NNS;O
;presenter;NN;O
;produits;NNS;O
;services;NNS;O
1731;l'entreprise;NN;O
;nouveaux;NN;O
;produits;NNS;O
;ventes;NNS;O
;additionnelles;NNS;O
1732;Informatique;NN;O
;Word;NN;O
;Excel;NN;O
;Powerpoint;NN;O
;Photoshop;NN;O
;Illustrator;NN;O
;langage;NN;O
;HTML;NN;O
1733;Mai;NN;B-DATE
;2016;CD;I-DATE
;Juin;NN;I-DATE
;2016;CD;I-DATE
1734;Formation;NN;B-FORMATION
;Stage;NN;O
;telemarketing;VBG;O
;teleconseiller;NN;O
1735;Direct;JJ;O
;Performance;NN;O
;Rabat;NN;B-LOCATION
1736;Sept;NN;B-DATE
;2014;CD;I-DATE
;Juin;NN;I-DATE
;2016;CD;I-DATE
1737;DEUG;NN;O
;Etudes;NNS;B-FORMATION
;Frangaises;NNS;O
;Didactique;NN;O
1738;Faculté;NN;O
;Sciences;NNS;O
;Education;NN;O
;l'UM5;NN;O
;Rabat;NN;B-LOCATION
1739;Sept;NN;B-DATE
;2013;CD;I-DATE
;Juin;NN;I-DATE
;2014;CD;I-DATE
1740;Baccalaureat;NN;O
;Sciences;NNS;O
;Maths;NNS;O
;Mention;NN;O
;Assez;NN;O
;Bien;NN;O
1741;Lycée;NN;O
;Prince;NN;O
;Moulay;NN;O
;Abdellah;NN;O
;Sidi;NN;O
;Slimane;NN;O
1742;Arabe;NN;O
;langue;NN;O
;maternelle;NN;O
1743;Frangais;NN;O
;excellent;NN;O
1744;Anglais;NN;O
;excellent;NN;O
1745;Allemand;NN;O
;initié;NN;O
1746;2015;CD;B-DATE
;2016;CD;I-DATE
1747;Membre;NN;O
;Bureau;NN;O
;Etudiants;NNS;O
;FSE;NN;O
;BDE;NN;O
;FSE;NN;O
1748;Membre;NN;O
;lAIESEC;NN;O
;université;NN;O
;Mohamed;VBN;B-NAME
;Rabat;NN;B-LOCATION
1749;ZANFOURYA;NN;B-NAME
;Mansour;NN;I-NAME
1750;Date;NN;O
;naissance;NN;O
;04/05/1977;JJ;B-DATE
1751;Adresse;NN;O
;Rue;NN;O
;335;CD;O
;Cigogne;NN;O
1752;Kenitra;NNP;B-LOCATION
;14000;CD;O
;Maroc;NN;O
1753;Télé;NN;O
1754;Tsouna;NN;B-MAIL
;hotmail.fr;NN;I-MAIL
1755;zanfouryamansour;NN;B-MAIL
;gmail.com;NN;I-MAIL
1756;Diplôme;NN;O
;Formati;NNS;B-FORMATION
1757;2010;CD;B-DATE
1758;Certifications;NNS;O
;Cisco;NN;O
;CCNA;NN;O
;Exploration;NN;O
;Accessing;VBG;O
;the;DT;O
;WAN;NN;O
;Network;NN;O
1759;Fundamentals;NNS;O
;Routing;VBG;O
;Protocols;NNS;O
;and;CC;O
;Concepts;NNS;O
;LAN;NN;O
;Switching;VBG;O
;and;CC;O
;Wireless;NN;O
1760;institut;NN;O
;Spécialisé;NN;O
;Technologie;NN;O
;Applique;NN;O
;ISTA;NN;O
;Kenitra;NNP;B-LOCATION
1761;2007-2009;JJ;B-DATE
1762;Diplôme;NN;O
;Technicien;NN;O
;Spécialisé;NN;O
;Système;NN;O
;Réseaux;NN;O
;Informatiques;NNS;O
;Ecole;NN;O
1763;MIAGE;NN;O
;Kenitra;NNP;B-LOCATION
1764;1996-1997;JJ;B-DATE
;Baccalauréat;NN;O
;lettres;NNS;O
;modernes;NNS;O
;lycée;NN;O
;Mohamed;VBN;B-NAME
;Kenitra;NNP;B-LOCATION
1765;Expériences;NNS;B-EXPERIENCE
;professionnelles;NNS;I-EXPERIENCE
1766;2011;CD;B-DATE
;jour;NN;I-DATE
1767;Operateur;NN;O
;sein;NN;O
;société;NN;O
;YAZAKI-;NN;O
;Kenitra;NNP;B-LOCATION
1768;2010/07-2010/12;JJ;B-DATE
;Maitre;NN;O
;chien;NN;O
;employé;NN;O
;E.C.N;NN;O
;Sarl-Casablanca;JJ;O
1769;Stage;NN;O
;qualité;NN;O
;informaticien;NN;O
;service;NN;O
;Réseau;NN;O
;télécommunication;NN;O
1770;Sein;NN;O
;société;NN;O
;MAWWARE;NN;O
;TECHNOLOGY-KENITRA;NN;O
1771;Agent;NN;O
;surveillance;NN;O
;employé;NN;O
;intérimaire;NN;O
;chez;NN;O
;E.C.N;NN;O
;Sarl-;NN;O
;Casablanca;NN;B-LOCATION
1772;Agent;NN;O
;sécurité;NN;O
;employe;NN;O
;intérimaire;NN;O
;chez;NN;O
;TECTRA-;NN;O
;Casablanca;NN;B-LOCATION
1773;Agent;NN;O
;surveillance;NN;O
;employé;NN;O
;intérimaire;NN;O
;chez;NN;O
;TRIADE-;NN;O
;Casablanca;NN;B-LOCATION
1774;COMPETENCES;NNS;O
;INFORMATIQUE;NN;O
1775;Installation;NN;O
;cameras;NNS;O
;surveillance;NN;O
1776;Installation;NN;O
;pré-cablage;NN;O
;réseaux;NN;O
;informatiques;NNS;O
1777;Installations;NNS;O
;configuration;NN;O
;réseaux;NN;O
;informatique;NN;O
1778;Administration;NN;O
;Réseaux;NN;O
;informatique;NN;O
1779;Istallation;NN;O
;reseaux;NN;O
;wan/lan/man;NN;O
1781;Administration;NN;O
;système;NN;O
;Windows;NNS;O
;server;NN;O
;2000;CD;B-DATE
;2003;CD;I-DATE
1782;Configuration;NN;O
;équipements;NNS;O
;Réseaux;NN;O
1783;Hardware;NN;O
;Software;NN;O
1784;Arabe;NN;O
1785;Français;NN;O
1786;Anglais;NN;O
1787;Lecture;NN;O
;Natation;NN;O
1788;CHAACHOU;NN;B-NAME
;HARON;NN;I-NAME
1789;avenue;NN;O
;antoine;NN;O
;cusino;NN;O
1790;tremblay;NN;O
;france;NN;O
;93290;CD;O
1791;h.chaachou;NN;B-MAIL
;hotmail.fr;NN;I-MAIL
1792;ans;NNS;O
1793;permis;NN;O
1794;2012;CD;B-DATE
;License;NN;O
;gestion;NN;O
1795;2011;CD;I-DATE
;BTS;NN;O
;comptabilité;NN;O
;gestion;NN;O
;organisations;NNS;O
1796;2009;CD;B-DATE
;Bac;NN;O
;scientifique;NN;O
;option;NN;O
;science;NN;O
;ingénieur;NN;O
1797;2008;CD;B-DATE
;Bac;NN;O
;francais;NN;O
1798;2007;CD;B-DATE
;BAFA;NN;O
;théorique;NN;O
;BAFA;NN;O
;pratique;NN;O
1799;2006;CD;B-DATE
